id	text	label
train_002335	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Sẽ ủng hộ shop lần sau	0
train_002336	Những dụng cụ cấp cứu như khóa mở ốc và những vật dụng dự phòng khác phải luôn đầy đủ trong khoang dự phòng .	1
train_002337	Với giá tiền thì ổn. Vì bảng băng đô nhỏ nên khi cài lên tóc không nổi bật	0
train_002338	Chất lượng sản phẩm tuyệt vời màu lên đẹp mịn cả ngày không trôi	0
train_002339	Một fan trung thành của Phan Ý Yên như tôi thì dường như mỗi mẫu chuyện của tác giả đều làm tôi phải đọc phải nghiền ngẫm và cảm nhận. Từng mẩu tản văn từng câu chuyện ngắn trong quyển sách này như được viết bằng chính những trải lòng của tác giả. Những nhân vật trong tác phẩm sao mà thật đến mức ta có thể cảm thấy giống như một người nào đó ở quanh mình. Thật dịu dàng và thanh tao đúng chất văn của Phan Ý Yên. Nếu ai đã từng yêu thì cũng có thể hiểu rằng dù vui sướng dù hạnh phúc hay khổ đau chỉ cần còn đọng lại tình yêu giữa hai người thì ai cũng không muốn mình phải buông tay	1
train_002340	R Chất lượng sản phẩm tuyệt vời	0
train_002341	Dễ thương lắm luôn 😘	0
train_002342	Đặt mua màu trắng giao màu đỏ	1
train_002343	Ốp mèo thì rất đẹp. Nhưng ốp thỏ thì bệt bệt thế này đây! Rửa hay chùi đều ko rachắc do quá trình ép ốp bị đục nhựanhưng shop ko kiểm tra hàng kỉ trc khi giao mặc dù mình đã đề nghị. Giao hàng quá muộn. Người giao hàng cũng thiếu trách nhiệm	0
train_002344	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền nhưng T có ghi chú hướng dẫn sd khoá ma k có thấy sp giống y như hình	0
train_002345	Chất lượng sản phẩm kém đây cũng là một cơ sở lừa đảo.	1
train_002346	Giày bị bẹpđóng gói xơ xàinhưng nói chung đẹp	0
train_002347	Ko sử dụng được cầm lên là rớt tanh bành ra quá tệ luôn Rất không đáng tiền Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Rất không đáng tiền Rất không đáng tiền Rất không đáng tiền Chất lượng sản phẩm rất kém	1
train_002348	Chất lượng sản phẩm tuyệt vời Đẹp lắm nha. Ship hơi cao	0
train_002349	Sản phẩm không hài lòng cho lắm. Vân chuyển nhanh giao hàng vui vẻ	1
train_002350	Chất lượng sản phẩm tuyệt vời ko có gì để chê	0
train_002351	Vòi đẹp chắc chắn. Nhựa nuột nà.	0
train_002352	Sp quá tệ . giày k ra giày . vải giày thì mỏng dế thì sao su đúc nặng quá	1
train_002353	Giày đẹp qá shop ơi😆....ưng lắm😳....êm nữa.....cũg đàh thoi....5 sao nha 😍	0
train_002354	Moi nhan hang ma mo kg len đen	1
train_002355	Chỉ mới sử dụng lần đầu nhưng thấy kiềm dầu rất tốt. Còn se lỗ chân lông chắc phải đợi tgian mới biết. Nói chung rất ưng!	0
train_002356	Cực kỳ không hài lòng về sp! Mặt kính vỡ tan tành bên trong lẫn ngoài bụi bửn vô cùng! Ô để đồng hồ gần như chuỷen thành màu ố bửn! NEVER SAY AGAIN	1
train_002357	Rất đẹp mềm mịn dày dặn 10*.mua của shop nhiều lần lần này ưng nhất	0
train_002358	Chất lượng sản phẩm xài được mịn da mọi người nên dùng thử.	0
train_002359	hút rất êm không đau	0
train_002360	hàng fake nâng giá cho cao rồi bảo sale	1
train_002361	"Mình là tín đồ của Note 1 rồi 5 chẳng lẽ 7 nữa sao trời. I love galaxy note."	0
train_002362	Chất lượng sản phẩm tuyệt vờirất đẹp rất thích	0
train_002363	Hàng rất đẹp.. Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh	0
train_002364	Sổ và vở xinh lắm ạ ❤️	0
train_002365	Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền	0
train_002366	Hàng tốt cho shop 5 sao. Minh uống vào ngực căng tràn sữa. Sẽ ủng hộ shop khi dùng hết	0
train_002367	Đường may kém chất lượng . Mất hết phong dáng	1
train_002368	Thật chứ thà đọc Mác Lênin còn hơn đọc quyển này. Sách viết dài lòng lang mang đọc mà chả hiểu được bao nhiêu. Có thể là tùy độ tiếp thu của mỗi người chăng chứ mình thấy sách viết đâu đâu không ý quá khó hiểu và cũng không muốn phí thời gian tìm hiểu nữa.	1
train_002369	Hàng không đúng mẫu	1
train_002370	Có đặt hàng chai tẩy rửa giầy dép nhưng shop k gửi kèm giày đến lúc m gọi lại và nt thì k TL. Tôi k hài lòng với cách quỵt khách như thế này mặc dù chỉ mấy nghìn thôi nhưng shop k k tl cũng chẳng xl. Thái độ phục vụ khách k tốt Shop phục vụ rất kém	1
train_002371	tốt dong goi dep nhung the nho bi hong không dùng duoc ngoài Ra OK 👌	1
train_002372	Hàng đẹp lắm nha mn giao hàng siêu nhanh nữa	0
train_002373	Chất lượng sản phẩm kém . Sử dụng chỉ đúng 1 lần duy nhất	1
train_002374	Cánh quạt éo quay 😑😑	1
train_002375	Chất lượng tốt chạy 24/24 chưa thấy vấn đề gì.	0
train_002376	Đẹp :)) Shop phục vụ rất tốt	0
train_002377	Boot đẹp. Hợp vs giá tiền. Mặc dù ko hoàn hảo nhưng vẫn okie lắm 👍🏼	0
train_002378	Thời gian giao hàng rất nhanh Màu sắc không đúng dù mình đã dặn trước	0
train_002379	Hàng kém chất luơng mở hộp ra đã thấy bụi ở trong mặt đồng hồ	1
train_002380	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. Sp đẹp lắm shop ơi :)) dáng đẹp chất ok	0
train_002381	Ngũ cốc thơm ngon dễ uống . Rất đáng tiền	0
train_002382	Sản phẩm kém chất lượng. Bé nhà mình từ trc đến h toàn dùng merries. Ham rẻ mua có mã giảm giá về dùng ngày trc ngày sau bị hăm luôn. Chất lượng sản phẩm rất kém Rất không đáng tiền	1
train_002383	Bé nhà mình thích lắm	0
train_002384	hàng chính hãng nhug máy cũ	0
train_002385	Hang bi loi sao ko duoc doi vay	1
train_002386	Chất lượng sản phẩm tuyệt vời hàng đẹp đóng gói ok	0
train_002387	Thời gian giao hàng rất nhanh Rất đáng tiền mỗi tỗi ở viền keo dán ra ngoài + mầu hồng	0
train_002388	Chất lượng sản phẩm tuyệt vời. Hàg đẹp lắm ạ. Cứ như dì e sẽ ủg hộ shop dài hạn.	0
train_002389	Chất lg sản phẩm tuyệt vời đóng gói cẩn thận check hiddentag 4 lần đều đc cả 4 hàng chuẩn auth luôn mọi ng yên tâm mua nhá. Sẽ ủng hộ shop dài dài tuy nhiên ib shop rep hơi lâu shop mà cải thiện là hoàn hảo luôn	0
train_002390	Co ao nho qua troi, vai cung dc... K thich cai co ao j het cai co rat rat rat nho luon y...	1
train_002391	Hàng thật ở ngoài giống mô tả.rất đẹp	0
train_002392	Tiền nào của đó. Nói chung tạm đuợc. Mình k thjck cái mặt kính lồi phía trên ô ngày. Thiết kế nối dây đeo vào thân máy khá mỏng manh. Máy qá dày gây vuớng khi mặc somi	0
train_002393	Hàng sắp hết hạn.	1
train_002394	Khong hai long Giao hang khong dung mau den lai giao trang	1
train_002395	Giày khá đẹp sẽ còn ủng hộ	0
train_002396	Mình lấy khăn 4 lớp nhưng khăn quá mỏng chất k đẹp	1
train_002397	Chuẩn đẹp y như hình , vòng tặng kèm cũng khá xinh , có pin dự phòng đầy đủ Rất đáng tiền Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh	0
train_002398	Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất chu đáo và nhiệt tình Thời gian giao hàng rất nhanh	0
train_002399	Sản phẩm bị mất bọc ngoài có vết bóc mở sticker không phải của TFBOYS. Nhưng poscard đầy đủ nên chp 2 sao	1
train_002400	Chất lượng sản phẩm rất kémThấy mọi người đánh giá chỗ này rầm rộ quá nên quyết định tin dùng thử. Tớ mới dùng đc có 1 tuần mà mặt mẩn hết cả lên. Ngày trc chỉ có tí mụn ẩn k nhìn rõ bây h nó sưng cả mặt lên rồi ĐÚNG LÀ TIỀN MẤT TẬT MANG MÀ	1
train_002401	Chờ hàng hơi lâu nhưng cuối cùng cũng có. Hàng đẹp chữ U bị mất 2 màu nhưng không ảnh hưởng gì sw blu không ồn mấy. Đóng gói sản phẩm rất đẹp và chắc chắn. 5 sao	0
train_002402	"3G còn tùy lúc nào và khi nào và ở đâu nữa bạn àk... camera 13mp rất tốt nha bạn.. mình đã tét thử... còn hình thì khi đem lên máy tính thì tất nhiên sẽ kkhác khi trên dt rùi.. vì ss dùng màn hình super amoled mà... máy tính cho hình chân thật vì là LCD"	0
train_002403	May phun ko manh như shop nói giao hag lau	1
train_002404	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Giao hàng chậm	0
train_002405	Chưa đọc nhưng hơi thất vọng vì có trang bị gấp và ko chữ như vậy	1
train_002406	shop k uy tín. cố tình giao sai hàng .	1
train_002407	Chất lượng sản phẩm rất kém dặn shop nhét gíây vào giày r note rồi mà về giày ntn đây	1
train_002408	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh . có điều màu mẫu 7 hơi khác trong hình nhưng ko s vẫn fine	0
train_002409	Hàng đẹp lắm	0
train_002410	Chất lượng sản phẩm rất kém. Mình dùng sản phẩm được một tuần thì bị ngứanổi mụn	1
train_002411	tôi đặt màu vàng sao shop giao màu trắng vậy...	1
train_002412	Hàng kém chất lượng. Ghi size xxl_140cm bé 6_7 tuổi mà về bé 3 tuổi 15kg mặc k vừa. Có chút xíu như đồ trẻ sơ sinh. Chẳng lẻ bé 6_7 tuổi chưa tới 15kg?Shop này lừa đảo khuyên mọi ngườ không nên mua về mắc công quăng bỏ phí tiền.	1
train_002413	Lon sữa bị móp méo	1
train_002414	Yêu cầu Tiki gửi phiếu bảo hành chính hãng Epson cho tôi vì bên chăm sóc khách hành Tiki đã xác nhận là có mà sao tôi chưa nhận được?	1
train_002415	Da ngâm đánh màu 20 sáng da nà mn. Mịn	0
train_002416	Đóng gói cẩn thận và giao hàng khá nhanh hàng chuẩn thanks shop nha <3	0
train_002417	Hàng kém chất lượng mới dùng chưa đến một ngày đã vào nước ko đáng đồng tiền một chữ tệ	1
train_002418	Hàng giao không giống đặt . Gọi tới nói cũng làm thinh. Bực!	1
train_002419	Bó tay! Đặt sim Mobifone giao sim Vietnammobile!	1
train_002420	không như quảng cáo độ lạnh không có muốn trả lại	1
train_002421	Mình kêu gửi quạt xanh mà lại gửi màu đen đã vậy còn bị gãy	1
train_002422	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đẹp nhưng tiếc là size to hơn size chuẩn 1 size nên 2 đôi cùa mình và mẹ đều bị rộng.	0
train_002423	Mùi vị kém chất lượng uống cảm giác mùi húc. Các tiêu chí đánh giá sp thật đều sai	1
train_002424	Mình chưa dùng nên không biết cụ thể dùng lên sẽ như thế nào. Tuy nhiên mình đã check code đúng mã sản phẩm hàng chính hãng.	0
train_002425	Giao hàng ngày 16 -sim hết hạng sd ngày 10	1
train_002426	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn . Full size + led nhiều chế độ = vô địch trong tầm giá Chỉ là k bt có bền hay không :))) 2 ngày sử dụng rất hài lòng Lộ ốc nhưng không giật nên mua ko p lo cái đó	0
train_002427	Shop phục vụ rất tốt Thời gian giao hàng rất nhanh tuy nhiên Chất lượng sản phẩm rất kém	1
train_002428	Khong giọng trong hình vai xấu	1
train_002429	không tìm được bất kì lỗi nào để chê nhé.Vải mịn, dày, thấm hút tốt. Sẽ theo dõi shop, hóng chương trình của shop (￣▽￣). Shop phục vụ rất tốt . Thời gian giao hàng rất nhanh	0
train_002430	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh. Shop nhiệt tình- giá ok. Rất ưng ý ❤️	0
train_002431	Giày đẹp lắm có điều mùi nhựa ngửi k nổi. Shop phục vụ rất tốt	0
train_002432	Đóng gói sản phẩm rất kém Thời gian giao hàng rất chậm. Mua 2 chai thì bị đổ ướt hết 1 chai. Thất vọng về đóng gói sp quá. Shop ở hà đông mà giao hành cũng lâu. Cứ tg có sẵn rồi thì tại Hn chỉ mất 1d như các shop khác. M mua nhiều rồi nhưng lầm này thất vọng. Nên chăm sóc khách hàng tốt hơn.	1
train_002433	Hàng như ý muốn ạ . Dày và chất liệu tốt nói chung sản phẩm rất ok ạ	0
train_002434	Rất đáng tiền Chất lượng sản phẩm tuyệt vời Rất xinh và rất ưng sp	0
train_002435	Ko như quảng cáo	1
train_002436	Đèn không bật đượcđúng là tiền nào của nấy :)	1
train_002437	Ốp như hình . Rất đẹp	0
train_002438	Chỉ 125k ủ quá đẹp mềm mịn đến người lớn còn thích nhưng chỉ có 1 size chắc con lớn tí mới mặc được.	0
train_002439	Đọc cmt thấy khách bảo nên đặt lên 1 size. Nghe theo ai rè shop lại giao lên 1 size. Bt đi 37 bh đi 39 luôn. Chán shop lắm 🙂Giày 1 bên còn cũ hơn bên kia.	1
train_002440	hình thì có chữ trên sản phẩm. còn sản phẩm nhận được không hề có chữ. chẳng biết thật giả thế nào lên ko dám dùng. shop còn nói chữ trên sản phẩm do shop dán lên. vậy thì hình 1 kiểu. sp 1 kiểu. Lần sau ko mua gì của shop nữa	1
train_002441	"Đợt ra mắt này thấy mẫu mã Zenfone thay đổi nhiều; Máy đẹp, giá tầm trung &amp; tính năng khá."	0
train_002442	Sài siêu thích mà giá lại mềm ❤️❤️👍 Chị chủ shop thân thiện thời gian giao hàng nhanh đã vậy còn đc chị chủ bonus cho mấy cái sample 💋💋 Lần sau e sẽ ủng hộ chị tiếp 💋❤️🌸	0
train_002443	hộp carton bị cong vênh rách nhân viên giao hàng ko cho mở hàng ra để kiểm tra nhưng trên bìa có dán tem "" có thể xem hang "" mở ra thì thấy sách bị dập mất 1 góc làm ăn chẳng ra gì	1
train_002444	sản phẩm không giống hình. chỉ có núm ty không có đầu tập uống với ống hút	1
train_002445	MCbooks quá tệ phần mềm tệ nhưng người dùng phải cài đặt để nghe vì sách ko có CD	1
train_002446	Giao hàng nhanh giao hàng max chậm viết thì nói là giao từ 2-3 ngày nhưng lúc nào cũng phải 4 ngày trở lên mới bắt đầu giao lúc giao hàng thì lúc nào cũng phải đứng ngoài ngõ chứ ko chịu đi vào trong giao dù Ngõ nhà ng ta to rộng	0
train_002447	Chất lượng sản phẩm tốt. Đóng gói sản phẩm chắc chắn. Chất vải thích mặc dù một số chỗ còn lỗi đường chỉ. Chất lượng tốt so với giá tiền. Shop phục vụ tốt còn có quà tặng kèm cho bé nữa :)	0
train_002448	Đã nhận hàng và lắp. nhưng bóng k giống hình. tim led bóng tròn rất nhỏ. shop có nhầm lẫn gì k. theo như hình thì led dẹt tim to bằng đầu cắm. chưa hài lòng	1
train_002449	Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Hàng đẹp vuot mong doi	0
train_002450	Đẹp và sang trọng mình hy vọng độ bền cao.	0
train_002451	"Cũng có suy nghĩ giống bạn. Đút 6s vào túi hơi cấn"	1
train_002452	giao hàng quá chậm. đóng gói không đẹp. chất lượng dịch vụ không tốt.	1
train_002453	Ok và rẻ	0
train_002454	Đồng hồ về nhà mình kiểm tra bị vỡ mặt	1
train_002455	Đóng gói sản phẩm rất đẹp và chắc chắn. Chị chủ tư vấn rất nhiệt tình mn nhé. Cái nào cần chị mới tư vấn cho mình dùng. Ủng hộ c lâu dài.	0
train_002456	giao hang nhanh gói hàng rất đẹp sản phẩm chất lượng	0
train_002457	Bút bị gãy vỡ	1
train_002458	Sạc 2 lần và bjo đã hỏng	1
train_002459	Dây cứng quá ko đeo vừa tay	1
train_002460	May dap ko chay gi het phai lang banh xe moi di dc con Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh	0
train_002461	"Đã dùng rất ok"	0
train_002462	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Áo ấm đẹp	0
train_002463	Tiền nào của ý	0
train_002464	Đã mua lần 2 dưỡng mi rất tốt	0
train_002465	Thời gian giao hàng rất nhanh. Nhận đc rồi nhưng chưa có thời gian test. Vẫn 5 sao cho shop	0
train_002466	Kém quá shop ! Vừa lắp vào đã bị bong keo cái kính đằng sau lưng	1
train_002467	Dỡ quá chả có thẳng tóc gì cả	1
train_002468	Sản phẩm tốt cảm ơn shop.	0
train_002469	Sản phẩm ko bao bì nhãn mác. Nhìn giống như sản phẩm đã qua sử dụng	1
train_002470	Chất kem mỏng mịn nhẹ mặt. M đánh cả chiều ko thấy xg tông. Nh mặt m k trắng mà dùng 52 vẫn thấy hơi tối mặt. Có lẽ do chất kem mỏng nên k lên tông mấy. Chị e nào thích sáng dù da k trắng nên lấy tông 51 nha :).	0
train_002471	Hộp vỡ hết..có một máy không sài đc	1
train_002472	Hàng đúng mẫu đẹp chắc chắn	0
train_002473	Ko đúng như hình	1
train_002474	đóng gói giầy không cẩn thận 3 đôi giầy đóng vào 2 hộp lồng vào nhau (tiết kiệm quá) giầy không lót bẹp méo hết nhin rất xấu	1
train_002475	Đóng gói sản phẩm rất đẹp và chắc chắn.Tuy nhiên thời gian vận chuyển chậm. shop phục vụ nhiệt tình.	0
train_002476	"Độ nhạy tối đa 6400iso, 3 hình/giây. Công nghệ của 15 năm trước mà giá trên trời :D"	1
train_002477	Không ngon bằng lần trước vị k đều lúc hơi mặn lúc hơi ngọt lá chanh và ớt trái nhiều hơn đợt trước toàn vụn là vụn	1
train_002478	Check code trên đt k ra. Phải check trên mt mới đc. Có hiện hsd nhé. Tuy nhiên màu son cực kỳ nhạt. Yêu cầu khi shop quảng cáo đăng hình cần nói rõ cho ng mua biết tránh hiểu lầm. Vì màu son lên chắc chắn k chuẩn đc như hình. Có thể do là hàng 1 tem or auth nên khác??? Tự rút kn vậy. Buồn !	1
train_002479	K ok lắm.. vì tiền nào giày đó	1
train_002480	Mọi thứ đều Ok. Riêng sạc dự phòng k sd đc. Liên lạc với shop mãi mà shop cũng k trả lời. Hay vì shop thấy mình mua đc với giá 19k shop k cần tới khách hàng nữa?	1
train_002481	Chất lượng sản phẩm rất kém màu sắc nhợt nhạt ko như hình	1
train_002482	Không phải hàng thật	1
train_002483	Shop phục vụ kém Máy lỏng lẻo, lắp k chặt Hỏi shop lí do thì k trả lời	1
train_002484	Bánh ngon shop giao hàng hơi lâu nhưng vẫn tặng shop 5 sao vì chất lượng	0
train_002485	Mình dùng rất thích còn mua cho mọi người trên công ty dùng cùng nữa. Nói chung là hợp khẩu vị m.	0
train_002486	Mình mua rất nhiều sách của tiki nhưng cuốn này chất lượng giấy rất kém còn nguyên vết dao cắt nham nhở.	1
train_002487	Quá đẹp luôn. Không biết khi nào lại flash deals để mình canh tiếp. Hi hi	0
train_002488	chất lượng sản phẩm tốt khuyến mãi đầy đủ ok	0
train_002489	k sử dụng được	1
train_002490	Đã xài thử rất sạch da mà không bị khô căng. Ai da dầu bơi vào mua nhé. Thấy nhiều bạn phản hồi là mùi hắc nhưng thực ra đó là mùi tràm trà tự nhiên. Mua với giá hời của Flash sales mà còn được shop tặng hẳn 1 cây son xịn cùng hãng luôn. Shop chăm sóc kh quá chu đáo sẽ ủng hộ shop dài dài.	0
train_002491	Bánh ngon .shop phục vụ rat tôt...se ủng hộ shop dai dai ndk	0
train_002492	Bảo shop cho màu đỏ thì shop gửi cho mình màu xanh. Bán hàng không có tâm.	1
train_002493	Bao bút mỏng quá đúng với giá tiền	0
train_002494	Giao hàng nhanh ! Nhưng mua về ko gắn vào đc .. ko bắt bù lon đc	1
train_002495	Chất lượng sản phẩm rất kém ko giữ được cố định tí nữa thì bé nhà mình rơi tõm vào bồn cầu!	1
train_002496	Rửa tay vào nước tiền nào của ấy có khác.	1
train_002497	Mua về dùng vài ngày thấy không tốt lắm. Lên đọc review thấy mọi người đánh giá khá là tốt nhưng sau khi dùng được vài ngày thì thấy tóc không còn mượt và rụng nhiều hơn trước. Tinh dầu bưởi này đã qua điều chế rồi nên trắng bệch à không còn màu vàng của tinh dầu nữa. Nếu lần sau có mua nữa hay không thì chắc chắc là không.	1
train_002498	Dặn màu xanh lại gửi màu hồng	1
train_002499	Chất lượng sản phẩm tuyệt vời . Hàng đẹp shop nhiệt tình.	0
train_002500	mình mua và xài lần đầu và ko thể tiếp tuc xài nữa vì bấm ko ăn. Minh dùng thử với hai iphone khác nhau đều bị tương tự. Bấm lúc ăn lúc không rất chậmh chờn khó chịu. Mới có xài lần đầu mà đã như vậy. Mình coi như mua bỏ không rồi. QUÁ thất vọng vì mình mua để đi du lịch với gia đình mà rồi cuối cùng ko thể dùng được như mục đích ban đầu. Không nên mua sản phẩm này. Nếu trả được mình trả liền	1
train_002501	Ko có hộp chả thấy hướng dẫn lại phải lên đây đọc! Bất tiện!	1
train_002502	Giày xấu hơn trong ảnh và ko có size	1
train_002503	Chất lượng so với giá rất ổn	0
train_002504	Hàng rất tốt... Chất lượng sản phẩm tuyệt vời...Shop phục vụ rất tốt... Rất đáng tiền... Thời gian giao hàng rất nhanh...cám ơn shop nhiều.	0
train_002505	chuẩn luôn. chả có gì đặc sắc	1
train_002506	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh	0
train_002507	Shop phục vụ rất tốt! Mua 4 cặp cho bạn bè xài luôn ^^	0
train_002508	Quá tệ mua 3 mà chỉ giao có 1 gọi điện thì ko nghe	1
train_002509	Đóng gói cẩn thận lắm ạ. Cơ mà hôm sau giấy gói quà cho e cute xí nữa nhé 🤣🤣🤣	0
train_002510	Đã mua nhiều lần. Chất lượng khỏi bàn	0
train_002511	Chất lượng sản phẩm tuyệt vời giày đẹp làm rất kĩ . Shop phục vụ rất tốt Rất đáng tiền	0
train_002512	Thời gian giao hàng nhanh. Tuy nhiên shop nên kiểm tra hàng trước khi giao túi bị tuột chỉ đoạn dài. nếu không khâu lại thì là đồ bỏ đi	1
train_002513	Ưng dã man luôn.. Đặt 2 ngày là có hàng rồi.. Sẽ ủng hộ shop dài dài nữa 😘😘😘	0
train_002514	phản hồi từ shop rất tệ sp đúng tầm giá	1
train_002515	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Shop phục vụ rất tốt	0
train_002516	Ngữ tưởng mua cái sim để lập tài khoản nhưng Shop giao sim đầu 05 nên không tạo được gì cả.Inbox nhờ hỗ trợ thì Shop từ chối bảo Sim chuyển đi rồi thì không kiểm soát được. (Shop chẳng sai) Cái sai là thằng mua không nghĩ là đầu số 05 nên giờ sim vất đó chẳng dùng được :(	1
train_002517	Thấy trên hình ghi tặng 1 bút lông dầu mà không có.	1
train_002518	Đóng gói sản phẩm rất đẹp và chắc chắn.Shop phục vụ rất tốt và còn tặng kèm móc khoá cho khách tks shop ❤️	0
train_002519	sách hơi cũ vận chuyển thì không gói sách như lúc trước mình mua nữa.	1
train_002520	Nhanh đáp ứng nhu cầu	0
train_002521	Nhìn cực ngon rất nhiệt tình hẹn giờ giao hàng cho đúng với yêu cầu của em. Nhiệt tình lắm luôn hứa lần sau ưu đãi em rồi đó nha hihi	0
train_002522	Shop phục vụ kém cơm chiên vụn nát bétK có được 1 gói nguyên. Thất vọng	1
train_002523	Hàng đẹp giao hàng nhanh	0
train_002524	Đi rất vừa chân đóng gói rất cẩn thận cho shop 5 sao luôn	0
train_002525	"Sau một thời gian sử dụng AW mình thấy một số điểm chưa hài lòng: - Không đi bơi được, ngày nào mình cũng đi tập gym song đi bơi luôn... nhưng phải tháo ra rất bực mình do để trong tủ đồ công cộng sợ bị móc chộm. - Quá phụ thuộc vào iPhone... tính năng nghe gọi, nhắn tin hầu như không có tác dụng, khi mà iPhone kè kè bên mình...trừ lúc vào toilet đi ị... lúc đó có điện thoại nghe gọi là ổn nhất. - Ở VN ko sài được Apple Pay... tính năng này có cũng như ko. - Mặt AW luôn tối thui... như cái đồng hồ rụng kim... Ps: nhình chung dùng cho biết thôi.. sau một thời gian 3-4 tháng sẽ thấy nhàm chán và ko sử dụng được nhiều... tối về lại phải cắm thêm sạc. Quên là hôm sau khỏi dùng"	1
train_002526	Rất đẹp và chắc chắn.	0
train_002527	Màu đẹp pin mới dùng mà nhanh hết k biết là pun mới hay hỏng nữa	0
train_002528	K sử dụng được Chất lượng sản phẩm rất kém	1
train_002529	Mùi thơm. Dùng ok	0
train_002530	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh #Chủ shop nhiều tình và rất đáng yêu	0
train_002531	Giày giống y hình. Hàng mới đẹp. Đóng gói sản phẩm rất đẹp và chắc chắn. Thời gian giao hàng rất nhanh	0
train_002532	chúng mày làm ăn thất đức vậy thì k tồn tại lâu được đâu..tao đặt 2 cái miếng chống thấm chúng mày chốt đơn chốt tiền 2 cái mà chỉ gửi cho tao 1 cái. tao gọi phản hồi từ thứ 2 chúng mày hẹn 2 ngày sẽ gọi lại để trả tiền hoặc gửi thêm hàng cho tao hôm nay là mấy cái 2 ngày rồi. dịt con mẹ nhà chúng mày nhé	1
train_002533	Hàng ổn!	0
train_002534	"đang phân vân giữa v10 và SS a9 pro. Nge các bác nói tớ qđ lun Tớ xài G3 2 năm rồi. Không hài lòng ở 2 chỗ: 1. Nứt khe cắm sạc => may còn bh xách đi dc thay vỏ mới. 2. Pin cực kì hao, chắc do gánh màn 2K. Pin chính hãng đã ra đi... giờ đang xài pin TQ 250k cục.... wifi đọc báo chat chit tầm 4 tiếng là hết zzz."	1
train_002535	Chất lượng sản phẩm tuyệt vời rất đẹp gói thì chắc chắn	0
train_002536	Mùi hơi hắc mà điểm trừ lớn nhất là vòi xịt =))) thề cái vòi xịt gắn giống tượng trưng hay sao mà xịt không ra vòi mà cứ chảy chảy ra ngoài dính hết tay lẫn chai. Không biết do không hợp hay bị bí mà xài bị rụng tóc ( Trước mình không bị rụng nhé )	1
train_002537	Sp giao nhanh dung chung loai thanks shop	0
train_002538	Spa ưng nhất từ trước giờ ❤️💛❤️💛 ❤️10/10 nha 🌟	0
train_002539	Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời	0
train_002540	tiki đóng gói sản phẩm rất tệ để trong thùng lại không bọc đc một cái bọc để tránh dơ sách. Sách bị ướt lại còn rất dơ	1
train_002541	Shop làm ăn kiểu gì đấy. Mới đặt hôm qua hôm nay đã có. Chưa chuẩn bị tinh thần nữa. Đồng hồ gì ở ngoài giống y chang hình hà.	0
train_002542	Quat mới mua hôm nay của Tiki kêu to âm thanh khó chịu không êm như cái nhà mình đang có. Dịch vụ Tiki tốt nhưng thất vọng về sản phẩm đang chờ Tiki hỗ trợ khắc phục.	1
train_002543	Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt dc tặng thêm 2 cái cột tóc bé xinh Tks shop nhiu nha ❤️❤️😘😘😘😘😘😘	0
